onset	duration	TrialID	WordID	stim_file
8.026740499	1	29	125	sounds/125.wav
20.0241295	1	30	128	sounds/128.wav
32.02166617	1	31	123	sounds/123.wav
44.01902906	1	32	127	sounds/127.wav
56.03315329	1	33	126	sounds/126.wav
68.01369662	1	34	124	sounds/124.wav
80.02780202	1	35	122	sounds/122.wav
92.02548037	1	36	121	sounds/121.wav
110.0381489	1	38	141	sounds/141.wav
122.0188198	1	39	142	sounds/142.wav
134.0328669	1	40	143	sounds/143.wav
146.0302765	1	41	146	sounds/146.wav
158.0275516	1	42	144	sounds/144.wav
170.0249453	1	43	145	sounds/145.wav
182.0390434	1	44	148	sounds/148.wav
194.0197289	1	45	147	sounds/147.wav
212.0159352	1	47	181	sounds/181.wav
224.0300663	1	48	183	sounds/183.wav
236.0106199	1	49	182	sounds/182.wav
248.0247921	1	50	186	sounds/186.wav
260.0222046	1	51	184	sounds/184.wav
272.0197268	1	52	188	sounds/188.wav
284.033583	1	53	187	sounds/187.wav
296.0309725	1	54	185	sounds/185.wav
