onset	duration	TrialID	WordID	stim_file
8.031021826	1	56	162	sounds/162.wav
20.02834726	1	57	165	sounds/165.wav
32.02567851	1	58	161	sounds/161.wav
44.02304911	1	59	164	sounds/164.wav
56.03706542	1	60	166	sounds/166.wav
68.01769307	1	61	168	sounds/168.wav
80.03176617	1	62	163	sounds/163.wav
92.02910931	1	63	167	sounds/167.wav
110.0251302	1	65	193	sounds/193.wav
122.0224551	1	66	196	sounds/196.wav
134.0197919	1	67	194	sounds/194.wav
146.0171266	1	68	198	sounds/198.wav
158.0311756	1	69	192	sounds/192.wav
170.0285048	1	70	191	sounds/191.wav
182.0258658	1	71	197	sounds/197.wav
194.0232006	1	72	195	sounds/195.wav
212.0192216	1	74	156	sounds/156.wav
224.0332589	1	75	158	sounds/158.wav
236.0138848	1	76	157	sounds/157.wav
248.0279235	1	77	151	sounds/151.wav
260.0252715	1	78	153	sounds/153.wav
272.0226394	1	79	152	sounds/152.wav
284.0199258	1	80	154	sounds/154.wav
296.0340074	1	81	155	sounds/155.wav
