onset	duration	TrialID	WordID	stim_file
8.0296875140466	1	2	155	images/155.JPG
20.0274569696703	1	3	153	images/153.JPG
32.0254639904706	1	4	156	images/156.JPG
44.0229423752498	1	5	157	images/157.JPG
56.0373824854978	1	6	158	images/158.JPG
68.0185848734764	1	7	152	images/152.JPG
80.0328614703958	1	8	154	images/154.JPG
92.0306125200714	1	9	151	images/151.JPG
110.043911461386	1	11	121	images/121.JPG
122.024954616491	1	12	122	images/122.JPG
134.039410136371	1	13	126	images/126.JPG
146.020438737934	1	14	128	images/128.JPG
158.034880132318	1	15	125	images/125.JPG
170.032543432693	1	16	124	images/124.JPG
182.013658071373	1	17	123	images/123.JPG
194.028106314483	1	18	127	images/127.JPG
212.024716195225	1	20	143	images/143.JPG
224.039250475453	1	21	147	images/147.JPG
236.020203741031	1	22	141	images/141.JPG
248.034647703687	1	23	144	images/144.JPG
260.032404745996	1	24	145	images/145.JPG
272.030123264223	1	25	146	images/146.JPG
284.027868321262	1	26	148	images/148.JPG
296.042330261824	1	27	142	images/142.JPG
