onset	duration	TrialID	WordID	stim_file
8.028118138	1	56	177	sounds/177.wav
20.02547715	1	57	176	sounds/176.wav
32.03976116	1	58	173	sounds/173.wav
44.02050851	1	59	178	sounds/178.wav
56.03466838	1	60	175	sounds/175.wav
68.03236982	1	61	174	sounds/174.wav
80.0297588	1	62	171	sounds/171.wav
92.02717774	1	63	172	sounds/172.wav
110.0233554	1	65	116	sounds/116.wav
122.0208385	1	66	113	sounds/113.wav
134.0184218	1	67	117	sounds/117.wav
146.0325282	1	68	118	sounds/118.wav
158.0132349	1	69	115	sounds/115.wav
170.0276015	1	70	111	sounds/111.wav
182.0251394	1	71	112	sounds/112.wav
194.0226157	1	72	114	sounds/114.wav
212.0188336	1	74	136	sounds/136.wav
224.0330543	1	75	131	sounds/131.wav
236.0137348	1	76	135	sounds/135.wav
248.0281391	1	77	133	sounds/133.wav
260.0255024	1	78	137	sounds/137.wav
272.0229453	1	79	132	sounds/132.wav
284.0205719	1	80	138	sounds/138.wav
296.0347677	1	81	134	sounds/134.wav
