onset	duration	TrialID	WordID	stim_file
8.01951042871769	1	29	164	images/164.JPG
20.033509981	1	30	165	images/165.JPG
32.0308108286263	1	31	168	images/168.JPG
44.0280898467608	1	32	163	images/163.JPG
56.025394118622	1	33	161	images/161.JPG
68.0226628640539	1	34	166	images/166.JPG
80.019963283652	1	35	162	images/162.JPG
92.0341434642723	1	36	167	images/167.JPG
110.029887141531	1	38	177	images/177.JPG
122.027173864191	1	39	172	images/172.JPG
134.024465295175	1	40	176	images/176.JPG
146.038467843662	1	41	174	images/174.JPG
158.019052865464	1	42	178	images/178.JPG
170.033041717013	1	43	173	images/173.JPG
182.030331007851	1	44	175	images/175.JPG
194.027726449938	1	45	171	images/171.JPG
212.023557873192	1	47	196	images/196.JPG
224.037547152771	1	48	192	images/192.JPG
236.018128750338	1	49	195	images/195.JPG
248.032127874591	1	50	194	images/194.JPG
260.029416309369	1	51	197	images/197.JPG
272.026836577154	1	52	198	images/198.JPG
284.023995747102	1	53	191	images/191.JPG
296.037997011499	1	54	193	images/193.JPG
